       x [mm]         y [mm]         z [mm]   xRe [V.s/m^2]  yRe [V.s/m^2]  zRe [V.s/m^2]  
          -65            -15             20    0.000763214    0.000482651   -0.000642404
          -60            -15             20    0.000978641    0.000608956   -0.000827517
          -55            -15             20     0.00124235    0.000789178    -0.00110642
          -50            -15             20     0.00154684     0.00104559    -0.00150241
          -45            -15             20     0.00186055     0.00139687    -0.00205345
          -40            -15             20     0.00215992     0.00189432    -0.00286215
          -35            -15             20     0.00229873     0.00252793    -0.00396541
          -30            -15             20     0.00210739     0.00335493    -0.00544494
          -25            -15             20     0.00116009     0.00420832    -0.00723079
          -20            -15             20   -0.000880028     0.00484169    -0.00883954
          -15            -15             20    -0.00416805      0.0048596    -0.00942219
          -10            -15             20    -0.00793021     0.00384149    -0.00803099
           -5            -15             20     -0.0108512     0.00207521    -0.00461136
            0            -15             20     -0.0119135   5.22047e-006   -2.0662e-005
            5            -15             20      -0.010826    -0.00211096     0.00468514
